"analysis_ID"	"analysis_ID_plastome"	"species_orig"	"acc_species"	"acc_species_author"	"acc_genus"	"acc_genus_author"	"publication"	"data_type"	"isolate"	"voucher_ID"	"germplasm_ID"	"repo_accession"	"plastome_accession"	"removed_nuclear"	"removed_plastome"	"soreng2022_genus"	"subtribe"	"tribe"	"subfamily"	"major.clade"
NA	"NC_036815.1__Ampelocalamus_actinotrichus"	"Ampelocalamus actinotrichus"	"Ampelocalamus actinotrichus"	"(Merr. & Chun) S.L.Chen T.H.Wen & G.Y.Sheng"	"Ampelocalamus"	"S.L.Chen T.H.Wen & G.Y.Sheng"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_036815"	NA	NA	"Ampelocalamus"	"Ampelocalaminae"	"Arundinarieae"	"Bambusoideae"	"BOP"
"Ampelocalamus_naibunensis_Bam06__HM"	NA	"Ampelocalamus naibunensis"	"Ampelocalamus naibunensis"	"(Hayata) T.H.Wen"	"Ampelocalamus"	"S.L.Chen T.H.Wen & G.Y.Sheng"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Bam06"	NA	NA	"INSDC: SRR15853372"	NA	NA	NA	"Ampelocalamus"	"Ampelocalaminae"	"Arundinarieae"	"Bambusoideae"	"BOP"
NA	"NC_030767.1__Ampelocalamus_naibunensis"	"Ampelocalamus naibunensis"	"Ampelocalamus naibunensis"	"(Hayata) T.H.Wen"	"Ampelocalamus"	"S.L.Chen T.H.Wen & G.Y.Sheng"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_030767"	NA	NA	"Ampelocalamus"	"Ampelocalaminae"	"Arundinarieae"	"Bambusoideae"	"BOP"
"Ampelodesmos_mauritanica_HM2744__HM"	NA	"Ampelodesmos mauritanicus"	"Ampelodesmos mauritanicus"	"(Poir.) T.Durand & Schinz"	"Ampelodesmos"	"Link"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"PSUML: HM2744"	NA	NA	"INSDC: SRR16234937"	NA	NA	"data thresholds"	"Ampelodesmos"	NA	"Ampelodesmeae"	"Pooideae"	"BOP"
"GAP_80602__Amphibromus_neesii"	NA	"Amphibromus neesii"	"Amphibromus neesii"	"Steud."	"Amphibromus"	"Nees"	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"MEL: Walsh, N.G. 7285"	NA	NA	NA	NA	"data thresholds"	"Amphibromus"	"Torreyochloinae"	"Poeae"	"Pooideae"	"BOP"
"Amphicarpum_muhlenbergianum__MD"	"KU291489.1__Amphicarpum_muhlenbergianum"	"Amphicarpum muehlenbergianum"	"Amphicarpum muehlenbergianum"	"(Schult.) Hitchc."	"Amphicarpum"	"Kunth"	"Burke et al. 2016"	"shotgun"	NA	"ISC: Clark et al. 1695"	NA	NA	"INSDC: KU291489"	NA	NA	"Amphicarpum"	"Boivinellinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"PAFTOL_8083__Amphipogon_strictus"	"PAFTOL_8083__Amphipogon_strictus"	"Amphipogon strictus"	"Amphipogon strictus"	"R.Br."	"Amphipogon"	"R.Br."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"PERTH: Macfarlane, T.D. 6901"	NA	"INSDC: ERR7620869"	NA	NA	NA	"Amphipogon"	NA	"Arundineae"	"Arundinoideae"	"PACMAD"
"PAFTOL_7999__Anadelphia_leptocoma"	NA	"Anadelphia leptocoma"	"Anadelphia leptocoma"	"(Trin.) Pilg."	"Anadelphia"	"Hack."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Larridon, I. IL52"	NA	"INSDC: ERR7620785"	NA	NA	"data thresholds"	"Anadelphia"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Anadelphia_scyphofera__PANAND"	"MT610085.1__Anadelphia_scyphofera"	"Anadelphia scyphofera"	"Anadelphia scyphofera"	"Clayton"	"Anadelphia"	"Hack."	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"MO Pasquet 1237"	"Leaf from Pasquet 1237"	"INSDC: PRJNA919033"	"INSDC: MT610085"	NA	NA	"Anadelphia"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"PAFTOL_8053__Ancistrachne_maidenii"	NA	"Ancistrachne maidenii"	"Ancistrachne maidenii"	"(A.A.Ham.) Vickery"	"Ancistrachne"	"S.T.Blake"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"BRI: Coveny, R.G. 17686"	NA	"INSDC: ERR7620839"	NA	NA	"data thresholds"	"Ancistrachne"	"Neurachninae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Andropogon_amethystinus__PANAND"	NA	"Andropogon amethystinus"	"Andropogon amethystinus"	"Steud."	"Andropogon"	"L."	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"K MSV 1622"	"Leaf from MSV 1622"	"INSDC: PRJNA919033"	NA	NA	"data thresholds"	"Andropogon"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Andropogon_burmanicus__EK"	"KY596164.1__Andropogon_burmanicus"	"Andropogon burmanicus"	"Andropogon burmanicus"	"Bor"	"Andropogon"	"L."	"Arthan et al. 2017 Syst. Bot. 42:418-431"	"shotgun"	NA	"BKF: Arthan 071"	NA	NA	"INSDC: KY596164"	"data thresholds"	NA	"Andropogon"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Andropogon_chinensis__TW"	NA	"Andropogon chinensis"	"Andropogon chinensis"	"(Nees) Merr."	"Andropogon"	"L."	"Unpublished"	"shotgun"	NA	NA	"AusTRCF: 309303"	NA	NA	NA	NA	"Andropogon"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
NA	"NC_035012.1__Andropogon_chinensis"	"Andropogon chinensis"	"Andropogon chinensis"	"(Nees) Merr."	"Andropogon"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_035012"	NA	NA	"Andropogon"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Andropogon_gayanus__TW"	NA	"Andropogon gayanus"	"Andropogon gayanus"	"Kunth"	"Andropogon"	"L."	"Unpublished"	"shotgun"	NA	NA	"AusTRCF: 24574"	NA	NA	NA	NA	"Andropogon"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
NA	"NC_040127.1__Andropogon_gayanus"	"Andropogon gayanus"	"Andropogon gayanus"	"Kunth"	"Andropogon"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_040127"	NA	NA	"Andropogon"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Andropogon_gerardii__TW"	NA	"Andropogon gerardi"	"Andropogon gerardi"	"Vitman"	"Andropogon"	"L."	"Unpublished"	"shotgun"	"Prairie Moon Nursery"	NA	NA	NA	NA	NA	NA	"Andropogon"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
NA	"NC_040111.1__Andropogon_gerardii"	"Andropogon gerardi"	"Andropogon gerardi"	"Vitman"	"Andropogon"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_040111"	NA	NA	"Andropogon"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Andropogon_virginicus_Z17021__HM"	NA	"Andropogon virginicus"	"Andropogon leucostachyus"	"Kunth"	"Andropogon"	"L."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Z17021"	NA	NA	"INSDC: SRR16092815"	NA	NA	NA	"Andropogon"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
NA	"LT996916.1__Andropogon_virginicus"	"Andropogon virginicus"	"Andropogon leucostachyus"	"Kunth"	"Andropogon"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: LT996916"	NA	NA	"Andropogon"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Andropogon_yunnanensis_Z16045__HM"	NA	"Andropogon yunnanensis"	"Andropogon munroi"	"C.B.Clarke"	"Andropogon"	"L."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Z16045"	NA	NA	"INSDC: SRR16092814"	NA	NA	"data thresholds"	"Andropogon"	"Andropogoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"PAFTOL_8429__Andropterum_stolzii"	NA	"Andropterum stolzii"	"Andropterum stolzii"	"(Pilg.) C.E.Hubb."	"Andropterum"	"Stapf"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Lisowski, S. 602"	NA	"INSDC: ERR7620975"	NA	NA	NA	"Andropterum"	"Ischaeminae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
NA	"MT610072.1__Andropterum_stolzii"	"Andropterum stolzii"	"Andropterum stolzii"	"(Pilg.) C.E.Hubb."	"Andropterum"	"Stapf"	NA	"plastome"	NA	NA	NA	NA	"INSDC: MT610072"	NA	NA	"Andropterum"	"Ischaeminae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Anemanthele_lessoniana_HM2755__HM"	NA	"Anemanthele lessoniana"	"Anemanthele lessoniana"	"(Steud.) Veldkamp"	"Anemanthele"	"Veldkamp"	"Zhang et al. 2022 MBE"	"transcriptome"	"PSUML: HM2755"	NA	NA	"INSDC: SRR16483074"	NA	NA	"data thresholds"	"Anemanthele"	NA	"Stipeae"	"Pooideae"	"BOP"
"PAFTOL_8400__Anisopogon_avenaceus"	"PAFTOL_8400__Anisopogon_avenaceus"	"Anisopogon avenaceus"	"Anisopogon avenaceus"	"R.Br."	"Anisopogon"	"R.Br."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"TCD: Jacobs, S. 9471"	NA	"INSDC: ERR7620948"	NA	NA	NA	"Anisopogon"	NA	"Duthieeae"	"Pooideae"	"BOP"
NA	"NC_014062.1__Anomochloa_marantoidea"	"Anomochloa marantoidea"	"Anomochloa marantoidea"	"Brongn."	"Anomochloa"	"Brongn."	"Morris & Duvall 2010 Am. J. Bot. https://doi.org/10.3732/ajb.0900226"	"plastome"	NA	"ISC: L. Clark 1299"	NA	NA	"INSDC: NC_014062"	"data thresholds"	NA	"Anomochloa"	NA	"Anomochleae"	"Anomochlooideae"	NA
"PAFTOL_8060__Anthaenantiopsis_rojasiana"	NA	"Anthaenantiopsis rojasiana"	"Anthaenantiopsis rojasiana"	"Parodi"	"Anthaenantiopsis"	"Mez ex Pilg."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"SI: Zuloaga, F.O. 6747"	NA	"INSDC: ERR7620846"	NA	NA	"data thresholds"	"Anthaenantiopsis"	"Paspalinae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"PAFTOL_8059__Anthenantia_lanata"	NA	"Anthenantia lanata"	"Anthenantia lanata"	"(Kunth) Benth."	"Anthenantia"	"P.Beauv."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"ICN: Longhi-Wagner, H.M. 9755"	NA	"INSDC: ERR7620845"	NA	NA	"data thresholds"	"Anthaenantia"	"Paspalinae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"PAFTOL_8408__Anthephora_hermaphrodita"	NA	"Anthephora hermaphrodita"	"Anthephora hermaphrodita"	"(L.) Kuntze"	"Anthephora"	"Schreb."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"TCD: Hodkinson, T.R. 553"	NA	"INSDC: ERR7620956"	NA	NA	"ID dubious"	"Anthephora"	"Anthephorinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Anthephora_pubescens__SRA"	"Anthephora_pubescens__SRA"	"Anthephora pubescens"	"Anthephora pubescens"	"Nees"	"Anthephora"	"Schreb."	"data from SRA"	"shotgun"	"TK1"	NA	NA	"INSDC: SRR2163557"	NA	NA	NA	"Anthephora"	"Anthephorinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"GAP_80799__Anthosachne_scabra"	NA	"Anthosachne scabra"	"Anthosachne scabra"	"(R.Br.) Nevski"	"Anthosachne"	"Steud."	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"AD: L.M.B. Heard et al. BS107-2512"	NA	NA	NA	NA	"data thresholds"	"Anthosachne"	NA	"Triticeae"	"Pooideae"	"BOP"
"Anthoxanthum_glabrum_Z18009__HM"	NA	"Anthoxanthum glabrum"	"Anthoxanthum glabrum"	"(Trin.) Veldkamp"	"Anthoxanthum"	"L."	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: Z18009"	NA	NA	"INSDC: SRR16483107"	NA	NA	"data thresholds"	"Anthoxanthum"	"Anthoxanthinae"	"Poeae"	"Pooideae"	"BOP"
"Hierochloe_odorata508__MD"	"KM974740.1__Hierochloe_odorata"	"Hierochloe odorata"	"Anthoxanthum nitens"	"(Weber) Y.Schouten & Veldkamp"	"Anthoxanthum"	"L."	"Saarela et al. 2015"	"shotgun"	NA	"A: E.A. Kellogg s.n."	NA	NA	"INSDC: KM974740"	"data thresholds"	NA	"Anthoxanthum"	"Anthoxanthinae"	"Poeae"	"Pooideae"	"BOP"
"Anthoxanthum_occidentale_HM3811__HM"	NA	"Anthoxanthum occidentale"	"Anthoxanthum occidentale"	"(Buckley) Veldkamp"	"Anthoxanthum"	"L."	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: HM3811"	NA	NA	"INSDC: SRR16483069"	NA	NA	"data thresholds"	"Anthoxanthum"	"Anthoxanthinae"	"Poeae"	"Pooideae"	"BOP"
"Anthoxanthum_odoratum147__MD"	"KM974732.1__Anthoxanthum_odoratum"	"Anthoxanthum odoratum"	"Anthoxanthum odoratum"	"L."	"Anthoxanthum"	"L."	"Saarela et al. 2015"	"shotgun"	NA	"CAN: J. Saarela 500"	NA	NA	"INSDC: KM974732"	"data thresholds"	NA	"Anthoxanthum"	"Anthoxanthinae"	"Poeae"	"Pooideae"	"BOP"
"Anthoxanthum_odoratum_HM2217__HM"	NA	"Anthoxanthum odoratum"	"Anthoxanthum odoratum"	"L."	"Anthoxanthum"	"L."	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: HM2217"	NA	NA	"INSDC: SRR16483079"	NA	NA	"data thresholds"	"Anthoxanthum"	"Anthoxanthinae"	"Poeae"	"Pooideae"	"BOP"
"GAP_80642__Hierochloe_redolens"	NA	"Hierochloe redolens"	"Anthoxanthum redolens"	"(Vahl) P.Royen"	"Anthoxanthum"	"L."	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"MEL: Jeanes, J.A. 2624"	NA	NA	NA	NA	"species duplicated"	"Anthoxanthum"	"Anthoxanthinae"	"Poeae"	"Pooideae"	"BOP"
"Apera_interrupta1806__MD"	"MT094314.1__Apera_interrupta"	"Apera interrupta"	"Apera interrupta"	"(L.) P.Beauv."	"Apera"	"Adans."	"Unpublished"	"shotgun"	NA	NA	"Kew, MSB: MSB 560562"	NA	"INSDC: MT094314"	"data thresholds"	NA	"Apera"	"Ventenatinae"	"Poeae"	"Pooideae"	"BOP"
"Apera_interrupta_K12__HM"	NA	"Apera interrupta"	"Apera interrupta"	"(L.) P.Beauv."	"Apera"	"Adans."	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: K12"	NA	NA	"INSDC: SRR16483059"	NA	NA	"data thresholds"	"Apera"	"Ventenatinae"	"Poeae"	"Pooideae"	"BOP"
"Apluda_mutica1213__MD"	"NC_036684.1__Apluda_mutica"	"Apluda mutica"	"Apluda mutica"	"L."	"Apluda"	"L."	"Unpublished"	"shotgun"	NA	NA	"USDA-GRIN: PI 219568"	NA	"INSDC: NC_036684"	"data thresholds"	NA	"Apluda"	"Apludinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"GAP_80671__Apluda_mutica"	"GAP_80671__Apluda_mutica"	"Apluda mutica"	"Apluda mutica"	"L."	"Apluda"	"L."	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"CNS: Waterhouse, B.M. 7832"	NA	NA	NA	NA	NA	"Apluda"	"Apludinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"PAFTOL_8085__Apochiton_burttii"	NA	"Apochiton burttii"	"Apochiton burttii"	"C.E.Hubb."	"Apochiton"	"C.E.Hubb."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"US: Peterson, P.M. 24163"	NA	"INSDC: ERR7620871"	NA	NA	"data thresholds"	"Coelachyrum"	"Eleusininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"PAFTOL_8061__Apochloa_poliophylla"	"PAFTOL_8061__Apochloa_poliophylla"	"Apochloa poliophylla"	"Apochloa poliophylla"	"(Renvoize & Zuloaga) Zuloaga & Morrone"	"Apochloa"	"Zuloaga & Morrone"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"ICN: Longhi-Wagner, H.M. 10359"	NA	"INSDC: ERR7620847"	NA	NA	NA	"Apochloa"	"Arthropogoninae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"PAFTOL_9150__Apoclada_simplex"	NA	"Apoclada simplex"	"Apoclada simplex"	"McClure & L.B.Sm."	"Apoclada"	"McClure"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Clark, L.; de Oliveira, W. 898"	NA	"INSDC: ERR7621454"	NA	NA	"ID dubious"	"Apoclada"	"Guaduinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"PAFTOL_8415__Apocopis_intermedius"	NA	"Apocopis intermedius"	"Apocopis intermedius"	"(A.Camus) Chai-Anan"	"Apocopis"	"Nees"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"BKF: Arthan, W. 391"	NA	"INSDC: ERR7620963"	NA	NA	"data thresholds"	"Apocopis"	"Germaniinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Arctagrostis_latifolia1803__MD"	"MT094313.1__Arctagrostis_latifolia"	"Arctagrostis latifolia"	"Arctagrostis latifolia"	"(R.Br.) Griseb."	"Arctagrostis"	"Griseb."	"Orton et al. 2021"	"shotgun"	NA	"R. Meyers AK025/042"	"Kew, MSB: MSB 346647"	NA	"INSDC: MT094313"	NA	NA	"Arctagrostis"	"Hookerochloinae_HSAQN"	"Poeae"	"Pooideae"	"BOP"
"PAFTOL_7182__Arctophila_fulva"	"PAFTOL_7182__Arctophila_fulva"	"Arctophila fulva"	"Arctophila fulva"	"(Trin.) Andersson"	"Arctophila"	"(Rupr.) Andersson"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"CAN: Gillespie, L. 8419"	NA	"INSDC: ERR7620276"	NA	NA	NA	"Arctophila"	"Dupontiinae_DAD"	"Poeae"	"Pooideae"	"BOP"
"PAFTOL_7183__Arctopoa_eminens"	NA	"Arctopoa eminens"	"Arctopoa eminens"	"(J.Presl) Prob."	"Arctopoa"	"(Griseb.) Prob."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"CAN: Gillespie, L. 7002"	NA	"INSDC: ERR7620277"	NA	NA	"data thresholds"	"Arctopoa"	"Poinae x Cinninae"	"Poeae"	"Pooideae"	"BOP"
"Aristida_depressa_JLQ02__HM"	NA	"Aristida depressa"	"Aristida adscensionis"	"L."	"Aristida"	"L."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: JLQ02"	NA	NA	"INSDC: SRR15730514"	NA	NA	NA	"Aristida"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
NA	"NC_060728.1__Aristida_adscensionis"	"Aristida depressa"	"Aristida adscensionis"	"L."	"Aristida"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_060728"	NA	NA	"Aristida"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
"Aristida_behriana1230__MD"	"MK570613.1__Aristida_behriana"	"Aristida behriana"	"Aristida behriana"	"F.Muell."	"Aristida"	"L."	"Duvall et al. 2020"	"shotgun"	NA	NA	"USDA-GRIN: PI 369426"	NA	"INSDC: MK570613"	"data thresholds"	NA	"Aristida"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
"Aristida_congesta__SRA"	NA	"Aristida congesta"	"Aristida congesta"	"Roem. & Schult."	"Aristida"	"L."	"data from SRA"	"shotgun"	NA	NA	NA	"INSDC: SRR2163568"	NA	NA	NA	"Aristida"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
NA	"NC_046731.1__Aristida_congesta"	"Aristida congesta"	"Aristida congesta"	"Roem. & Schult."	"Aristida"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_046731"	NA	NA	"Aristida"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
"Aristida_diffusa1006__MD"	"MK570616.1__Aristida_diffusa"	"Aristida diffusa"	"Aristida diffusa"	"Trin."	"Aristida"	"L."	"Duvall et al. 2020"	"shotgun"	NA	NA	"USDA-GRIN: PI 409113"	NA	"INSDC: MK570616"	"data thresholds"	NA	"Aristida"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
"Aristida_pallens__TC"	"Aristida_pallens__TC"	"Aristida pallens var. geminata"	"Aristida pallens"	"Cav."	"Aristida"	"L."	"Fisher et al. 2016 Mol Phyl Evol https://doi.org/10.1016/j.ympev.2016.08.011"	"sequence capture (chloridoids 122)"	NA	"RSA: J. T. Columbus 3100"	NA	NA	NA	NA	NA	"Aristida"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
"Aristida_purpurea__SRA"	NA	"Aristida purpurea"	"Aristida purpurea"	"Nutt."	"Aristida"	"L."	"data from SRA"	"shotgun"	NA	NA	NA	"INSDC: SRR2163569"	NA	NA	"species duplicated"	"Aristida"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
"Aristida_rufescens__GB"	"MF563384.1__Aristida_rufescens"	"Aristida rufescens"	"Aristida rufescens"	"Steud."	"Aristida"	"L."	"Piot et al. 2018 Planta 147:255-266"	"shotgun"	NA	"K: M.S. Vorontsova 330"	NA	NA	"INSDC: MF563384"	NA	NA	"Aristida"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
"REF___Aristida_stricta_HATH__1KP"	NA	"Aristida stricta"	"Aristida stricta"	"Michx."	"Aristida"	"L."	"Carpenter at al. 2019 GigaScience https://doi.org/10.1093/gigascience/giz126"	"transcriptome"	"1KP: HATH"	NA	NA	"https://datacommons.cyverse.org/browse/iplant/home/shared/commons_repo/curated/oneKP_capstone_2019/transcript_assemblies?page=0"	NA	NA	"data thresholds"	"Aristida"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
"Aristida_ternipes1038__MD"	"NC_025228.1__Aristida_purpurea"	"Aristida ternipes"	"Aristida ternipes"	"Cav."	"Aristida"	"L."	"Saarela et al. 2018"	"shotgun"	NA	NA	"Kew, MSB: 98474"	NA	"INSDC: NC_025228"	"data thresholds"	NA	"Aristida"	NA	"Aristideae"	"Aristidoideae"	"PACMAD"
"Arrhenatherum_elatius1228__MD"	"MH569076.1__Arrhenatherum_elatius"	"Arrhenatherum elatius"	"Arrhenatherum elatius"	"(L.) P.Beauv. ex J.Presl & C.Presl"	"Arrhenatherum"	"P.Beauv."	"Unpublished"	"shotgun"	NA	NA	"USDA-GRIN: PI 665562"	NA	"INSDC: MH569076"	"data thresholds"	NA	"Arrhenatherum"	"Aveninae"	"Poeae"	"Pooideae"	"BOP"
"Arrhenatherum_elatius_Z18042__HM"	NA	"Arrhenatherum elatius"	"Arrhenatherum elatius"	"(L.) P.Beauv. ex J.Presl & C.Presl"	"Arrhenatherum"	"P.Beauv."	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: Z18042"	NA	NA	"INSDC: SRR16483040"	NA	NA	"data thresholds"	"Arrhenatherum"	"Aveninae"	"Poeae"	"Pooideae"	"BOP"
"GAP_81006__Arthragrostis_brassiana"	NA	"Arthragrostis brassiana var. minutiflora"	"Arthragrostis brassiana"	"B.K.Simon"	"Arthragrostis"	"Lazarides"	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"BRI: Jensen, R. & Kemp, J.E. 3165"	NA	NA	NA	NA	"data thresholds"	"Panicum"	"Panicinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Arthraxon_antsirabensis__PANAND"	"Arthraxon_antsirabensis__EK_PanAnd"	"Arthraxon antsirabensis"	"Arthraxon antsirabensis"	"A.Camus"	"Arthraxon"	"P.Beauv."	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"K NOP 217"	"Leaf from NOP 217"	"INSDC: PRJNA919033"	NA	NA	NA	"Arthraxon"	"Arthraxoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"PAFTOL_8009__Thelepogon_australiensis"	NA	"Thelepogon australiensis"	"Arthraxon australiensis"	"(B.K.Simon) E.J.Thomps."	"Arthraxon"	"P.Beauv."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"BRI: Mckenna, S.G. 562"	NA	"INSDC: ERR7620795"	NA	NA	"data thresholds"	"Arthraxon"	"Arthraxoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"GAP_81104__Arthraxon_hispidus"	"NC_035048.1__Arthraxon_hispidus"	"Arthraxon hispidus"	"Arthraxon hispidus"	"(Thunb.) Makino"	"Arthraxon"	"P.Beauv."	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"BRI: P.I. Forster PIF45419"	NA	NA	"INSDC: NC_035048"	NA	NA	"Arthraxon"	"Arthraxoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Arthraxon_lancifolius1620__MD"	"MT113359.1__Arthraxon_lancifolius"	"Arthraxon lancifolius"	"Arthraxon lancifolius"	"(Trin.) Hochst."	"Arthraxon"	"P.Beauv."	"Burke 2018 (Dissertation)"	"shotgun"	NA	"AAU: S. Laegaard 21760"	NA	NA	"INSDC: MT113359"	"species duplicated"	NA	"Arthraxon"	"Arthraxoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Arthraxon_lancifolius__PANAND"	NA	"Arthraxon lancifolius"	"Arthraxon lancifolius"	"(Trin.) Hochst."	"Arthraxon"	"P.Beauv."	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"MO: Gilbert and Thulin 952"	"Herbarium leaf from Gilbert and Thulin 952"	"INSDC: PRJNA919033"	NA	NA	"species duplicated"	"Arthraxon"	"Arthraxoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Arthraxon_meeboldii__PANAND"	"Arthraxon_meeboldii__EK_PanAnd"	"Arthraxon meeboldii"	"Arthraxon meeboldii"	"Stapf"	"Arthraxon"	"P.Beauv."	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"MO: Santapau SJ 10033"	"Herbarium leaf from Santapau SJ 10033"	"INSDC: PRJNA919033"	NA	NA	NA	"Arthraxon"	"Arthraxoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Arthraxon_microphyllus__EK"	"KY596183.1__Arthraxon_microphyllus"	"Arthraxon microphyllus"	"Arthraxon microphyllus"	"(Trin.) Hochst."	"Arthraxon"	"P.Beauv."	"Arthan et al. 2017 Syst. Bot. 42:418-431"	"shotgun"	NA	"BKF: Traiperm 537"	NA	NA	"INSDC: KY596183"	"species duplicated"	NA	"Arthraxon"	"Arthraxoninae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
